date,time,exchange,name,ltp,bid,ask,mid,spread,last_trade_qty,total_trade_amount,total_trade_qty,lot_size
0,09:15:00.000000000,NSECM,360ONE,1030,1024.25,1030,1027.125,5.75,10,360592.32,352,1
0,09:15:00.000000000,NSECM,GAIL,190.39,190.27,190.39,190.33,0.12,1,6278300.64,32976,1
0,09:15:00.000000000,NSEFO,GAIL25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GAIL25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GLENMARK,1438.5,1437.6,1438.5,1438.05,0.9,1,589785,410,1
0,09:15:00.000000000,NSEFO,GLENMARK25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GLENMARK25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GMRAIRPORT,87.98,87.95,87.97,87.96,0.02,2500,4186000.42,47579,1
0,09:15:00.000000000,NSEFO,GMRAIRPORT25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GMRAIRPORT25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GODREJCP,1297,1292,1297,1294.5,5,5,204926,158,1
0,09:15:00.000000000,NSEFO,GODREJCP25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GODREJCP25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GODREJPROP,2250,2250,2251,2250.5,1,10,8496000,3776,1
0,09:15:00.000000000,NSEFO,GODREJPROP25JUNFUT,2241.2,2237,inf,inf,inf,225,504270,225,225
0,09:15:00.000000000,NSEFO,GODREJPROP25MAYFUT,2255,2255,2262.7,2258.85,7.7,225,507375,225,225
0,09:15:00.000000000,NSECM,GRASIM,2754,2754,2755,2754.5,1,1,2817342,1023,1
0,09:15:00.000000000,NSEFO,GRASIM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GRASIM25MAYFUT,2724.7,2701,2750,2725.5,49,250,681175,250,250
0,09:15:00.000000000,NSECM,LAURUSLABS,609.95,609.9,609.95,609.925,0.05,4,2270843.85,3723,1
0,09:15:00.000000000,NSEFO,LAURUSLABS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LAURUSLABS25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LICHSGFIN,605.65,605,605.65,605.325,0.65,25,2574618.15,4251,1
0,09:15:00.000000000,NSEFO,LICHSGFIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LICHSGFIN25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LICI,856,856,856.05,856.025,0.05,2,1836976,2146,1
0,09:15:00.000000000,NSEFO,LICI25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LICI25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LODHA,1430,1429.1,1430,1429.55,0.9,15,6130410,4287,1
0,09:15:00.000000000,NSEFO,LODHA25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LODHA25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LT,3630,3620,3630,3625,10,5,8367150,2305,1
0,09:15:00.000000000,NSEFO,LT25JUNFUT,3593,3595.2,3666.2,3630.7,71,150,538950,150,150
0,09:15:00.000000000,NSEFO,LT25MAYFUT,3610.3,3617.2,3629,3623.1,11.8,150,541545,150,150
0,09:15:00.000000000,NSECM,LTF,176.8,176.5,176.8,176.65,0.3,100,1553188,8785,1
0,09:15:00.000000000,NSEFO,LTF25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LTF25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LTIM,5050,5047.3,5050,5048.65,2.7,5,909000,180,1
0,09:15:00.000000000,NSEFO,LTIM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LTIM25MAYFUT,4987.3,4490.3,5049.9,4770.1,559.6,150,748095,150,150
0,09:15:00.000000000,NSECM,LUPIN,2037.6,2035,2037.6,2036.3,2.6,1,2514398.4,1234,1
0,09:15:00.000000000,NSEFO,LUPIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LUPIN25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SAIL,122.9,122.85,122.9,122.875,0.05,117,7541021.1,61359,1
0,09:15:00.000000000,NSEFO,SAIL25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SAIL25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SBICARD,914.65,914.65,915,914.825,0.35,16,1366487.1,1494,1
0,09:15:00.000000000,NSEFO,SBICARD25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SBICARD25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SBILIFE,1778.8,1772.2,1778.8,1775.5,6.6,5,1453279.6,817,1
0,09:15:00.000000000,NSEFO,SBILIFE25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SBILIFE25MAYFUT,1774.7,1741.7,1789.5,1765.6,47.8,375,665512.5,375,375
0,09:15:00.000000000,NSECM,SBIN,798.15,798.05,798.15,798.1,0.1,15,12799133.4,16036,1
0,09:15:00.000000000,NSEFO,SBIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SBIN25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SHREECEM,31310,31315,31495,31405,180,10,1408950,45,1
0,09:15:00.000000000,NSEFO,SHREECEM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SHREECEM25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SHRIRAMFIN,679.05,679.1,680.6,679.85,1.5,23,14080513.5,20655,1
0,09:15:00.000000000,NSEFO,SHRIRAMFIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SHRIRAMFIN25MAYFUT,678.7,677.5,679,678.25,1.5,750,4075680,6000,750
0,09:15:00.000000000,NSECM,SIEMENS,3140,3135.4,3140,3137.7,4.6,17,10013460,3189,1
0,09:15:00.000000000,NSEFO,SIEMENS25JUNFUT,3130.1,3105.1,3162,3133.55,56.9,75,234757.5,75,75
0,09:15:00.000000000,NSEFO,SIEMENS25MAYFUT,3110,3135,3143,3139,8,75,233250,75,75
0,09:15:00.000000000,NSECM,SOLARINDS,13773,13772,13789,13780.5,17,3,3511862.55,255,1
0,09:15:00.000000000,NSEFO,SOLARINDS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SOLARINDS25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SONACOMS,538,537,538,537.5,1,15,486352,904,1
