date,time,exchange,name,ltp,bid,ask,mid,spread,last_trade_qty,total_trade_amount,total_trade_qty,lot_size
0,09:15:00.000000000,NSECM,360ONE,1147.6,1147.6,1148.5,1148.05,0.9,15,1669758,1455,1
0,09:15:00.000000000,NSECM,GAIL,188.61,188.61,188.65,188.63,0.04,185,5323140.03,28223,1
0,09:15:00.000000000,NSEFO,GAIL25JULFUT,191.55,188.07,193.82,190.945,5.75,3150,603382.5,3150,3150
0,09:15:00.000000000,NSEFO,GAIL25JUNFUT,190.15,189.94,190.47,190.205,0.53,2350,446852.5,2350,2350
0,09:15:00.000000000,NSECM,GLENMARK,1645,1644.1,1645,1644.55,0.9,4,1827595,1111,1
0,09:15:00.000000000,NSEFO,GLENMARK25JULFUT,1666,1654.5,1669.9,1662.2,15.4,375,624750,375,375
0,09:15:00.000000000,NSEFO,GLENMARK25JUNFUT,1657,1647.6,1655.9,1651.75,8.3,325,538525,325,325
0,09:15:00.000000000,NSECM,GMRAIRPORT,83.35,83.26,83.34,83.3,0.08,182,3526371.87,42369,1
0,09:15:00.000000000,NSEFO,GMRAIRPORT25JULFUT,83.32,81.21,84.3,82.755,3.09,6975,581157,6975,6975
0,09:15:00.000000000,NSEFO,GMRAIRPORT25JUNFUT,82.52,82.71,83.75,83.23,1.04,5625,464175,5625,5625
0,09:15:00.000000000,NSECM,GODREJCP,1189.9,1188,1189.9,1188.95,1.9,8,658014.7,553,1
0,09:15:00.000000000,NSEFO,GODREJCP25JULFUT,1202.7,1190,inf,inf,inf,500,601350,500,500
0,09:15:00.000000000,NSEFO,GODREJCP25JUNFUT,1197.4,1079,inf,inf,inf,500,598700,500,500
0,09:15:00.000000000,NSECM,GODREJPROP,2450,2449,2450,2449.5,1,10,1744400,712,1
0,09:15:00.000000000,NSEFO,GODREJPROP25JULFUT,2470,2442,2485,2463.5,43,275,679250,275,275
0,09:15:00.000000000,NSEFO,GODREJPROP25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GRASIM,2672,2665.1,2671.9,2668.5,6.8,8,1576143.7,590,1
0,09:15:00.000000000,NSEFO,GRASIM25JULFUT,2690,2649,2727.9,2688.45,78.9,250,672500,250,250
0,09:15:00.000000000,NSEFO,GRASIM25JUNFUT,2672.9,2650,2736.1,2693.05,86.1,250,668225,250,250
0,09:15:00.000000000,NSECM,LAURUSLABS,660,659,660,659.5,1,1,1129920,1712,1
0,09:15:00.000000000,NSEFO,LAURUSLABS25JULFUT,663.7,649.75,668.8,659.275,19.05,1700,1128290,1700,1700
0,09:15:00.000000000,NSEFO,LAURUSLABS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LICHSGFIN,599,599,599.1,599.05,0.1,10,878733,1467,1
0,09:15:00.000000000,NSEFO,LICHSGFIN25JULFUT,604.5,600.25,619.2,609.725,18.95,1000,604500,1000,1000
0,09:15:00.000000000,NSEFO,LICHSGFIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LICI,943,943,944,943.5,1,15,1976528,2096,1
0,09:15:00.000000000,NSEFO,LICI25JULFUT,941.35,930,949.95,939.975,19.95,700,658945,700,700
0,09:15:00.000000000,NSEFO,LICI25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LODHA,1450,1449,1450,1449.5,1,1,1425350,983,1
0,09:15:00.000000000,NSEFO,LODHA25JULFUT,1454.6,1441.2,1517.2,1479.2,76,450,654570,450,450
0,09:15:00.000000000,NSEFO,LODHA25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LT,3622,3622,3622.3,3622.15,0.3,9,4639782,1281,1
0,09:15:00.000000000,NSEFO,LT25JULFUT,3644.7,3621.6,3669.4,3645.5,47.8,175,637822.5,175,175
0,09:15:00.000000000,NSEFO,LT25JUNFUT,3619.2,3620.2,3629.1,3624.65,8.9,150,1085760,300,150
0,09:15:00.000000000,NSECM,LTF,190,190,190.04,190.02,0.04,1,798570,4203,1
0,09:15:00.000000000,NSEFO,LTF25JULFUT,189.99,184.47,196.62,190.545,12.15,4462,847735.38,4462,4462
0,09:15:00.000000000,NSEFO,LTF25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LTIM,5514.5,5515,5519.5,5517.25,4.5,5,1841879.74,334,1
0,09:15:00.000000000,NSEFO,LTIM25JULFUT,5541.5,5465,inf,inf,inf,150,831225,150,150
0,09:15:00.000000000,NSEFO,LTIM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LUPIN,1944,1944,1945,1944.5,1,2,2395008,1232,1
0,09:15:00.000000000,NSEFO,LUPIN25JULFUT,1942.4,1930.6,1987,1958.8,56.4,425,825520,425,425
0,09:15:00.000000000,NSEFO,LUPIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SAIL,126.74,126.74,126.8,126.77,0.06,10,1777275.02,14023,1
0,09:15:00.000000000,NSEFO,SAIL25JULFUT,127.22,126.5,129.99,128.245,3.49,4700,597934,4700,4700
0,09:15:00.000000000,NSEFO,SAIL25JUNFUT,126.6,126.02,127.21,126.615,1.19,4000,506400,4000,4000
0,09:15:00.000000000,NSECM,SBICARD,984,984,986.05,985.025,2.05,17,615984,626,1
0,09:15:00.000000000,NSEFO,SBICARD25JULFUT,993.75,975.55,1003.85,989.7,28.3,800,795000,800,800
0,09:15:00.000000000,NSEFO,SBICARD25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SBILIFE,1800,1796.2,1800,1798.1,3.8,5,678592.46,377,1
0,09:15:00.000000000,NSEFO,SBILIFE25JULFUT,1812.2,1765.2,inf,inf,inf,375,679575,375,375
0,09:15:00.000000000,NSEFO,SBILIFE25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SBIN,792.5,792.5,792.9,792.7,0.4,10,8628740,10888,1
