date,time,exchange,name,ltp,bid,ask,mid,spread,last_trade_qty,total_trade_amount,total_trade_qty,lot_size
0,09:15:00.000000000,NSECM,360ONE,975.05,975.05,978.15,976.6,3.1,4,1310467.2,1344,1
0,09:15:00.000000000,NSECM,GAIL,189.15,189.1,189.15,189.125,0.05,240,5137314,27160,1
0,09:15:00.000000000,NSEFO,GAIL25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GAIL25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GLENMARK,1384.4,1384.4,1386.4,1385.4,2,9,562066.4,406,1
0,09:15:00.000000000,NSEFO,GLENMARK25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GLENMARK25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GMRAIRPORT,89.2,89.1,89.2,89.15,0.1,15,3113526,34905,1
0,09:15:00.000000000,NSEFO,GMRAIRPORT25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GMRAIRPORT25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GODREJCP,1260,1256,1260,1258,4,2,367920,292,1
0,09:15:00.000000000,NSEFO,GODREJCP25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GODREJCP25MAYFUT,1266.7,1210.1,1309.6,1259.85,99.5,500,633350,500,500
0,09:15:00.000000000,NSECM,GODREJPROP,2095,2090,2095,2092.5,5,10,1946255,929,1
0,09:15:00.000000000,NSEFO,GODREJPROP25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GODREJPROP25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,GRASIM,2735,2735,2736,2735.5,1,8,1591770,582,1
0,09:15:00.000000000,NSEFO,GRASIM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,GRASIM25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LAURUSLABS,617.5,617.5,617.75,617.625,0.25,48,1871642.5,3031,1
0,09:15:00.000000000,NSEFO,LAURUSLABS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LAURUSLABS25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LICHSGFIN,605.2,605.2,605.5,605.35,0.3,99,1518446.8,2509,1
0,09:15:00.000000000,NSEFO,LICHSGFIN25JUNFUT,612.2,554.3,629.15,591.725,74.85,1000,612200,1000,1000
0,09:15:00.000000000,NSEFO,LICHSGFIN25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LICI,799.95,799.1,799.95,799.525,0.85,2,1863083.55,2329,1
0,09:15:00.000000000,NSEFO,LICI25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LICI25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LODHA,1320.9,1321,1322,1321.5,1,5,47082159.6,35644,1
0,09:15:00.000000000,NSEFO,LODHA25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LODHA25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LT,3324,3323,3324,3323.5,1,9,26801412,8063,1
0,09:15:00.000000000,NSEFO,LT25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LT25MAYFUT,3340.5,3322.2,3338.6,3330.4,16.4,150,501075,150,150
0,09:15:00.000000000,NSECM,LTF,167.42,167.42,167.5,167.46,0.08,54,1173111.94,7007,1
0,09:15:00.000000000,NSEFO,LTF25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LTF25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,LTIM,4598,4592,4598,4595,6,5,2367970,515,1
0,09:15:00.000000000,NSEFO,LTIM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LTIM25MAYFUT,4613.6,4566.7,4713.5,4640.1,146.8,150,692040,150,150
0,09:15:00.000000000,NSECM,LUPIN,2071,2070.1,2071,2070.55,0.9,1,2253248,1088,1
0,09:15:00.000000000,NSEFO,LUPIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,LUPIN25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SAIL,114.99,114.95,114.99,114.97,0.04,28,3632419.11,31589,1
0,09:15:00.000000000,NSEFO,SAIL25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SAIL25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SBICARD,876.45,875.65,876.45,876.05,0.8,50,1320810.15,1507,1
0,09:15:00.000000000,NSEFO,SBICARD25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SBICARD25MAYFUT,879.7,870.95,888.55,879.75,17.6,800,703760,800,800
0,09:15:00.000000000,NSECM,SBILIFE,1722,1722,1724,1723,2,9,1499862,871,1
0,09:15:00.000000000,NSEFO,SBILIFE25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SBILIFE25MAYFUT,1734.6,1710.1,1773.9,1742,63.8,375,650475,375,375
0,09:15:00.000000000,NSECM,SBIN,811.5,811.25,811.5,811.375,0.25,86,24692322,30428,1
0,09:15:00.000000000,NSEFO,SBIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SBIN25MAYFUT,805.9,802.55,805.9,804.225,3.35,750,4232182.5,5250,750
0,09:15:00.000000000,NSECM,SHREECEM,30190,29995,30190,30092.5,195,3,543420,18,1
0,09:15:00.000000000,NSEFO,SHREECEM25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SHREECEM25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SHRIRAMFIN,614.7,614,614.7,614.35,0.7,15,22772790.9,37047,1
0,09:15:00.000000000,NSEFO,SHRIRAMFIN25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SHRIRAMFIN25MAYFUT,616,613.8,616,614.9,2.2,750,462000,750,750
0,09:15:00.000000000,NSECM,SIEMENS,2939,2937,2939,2938,2,30,3341643,1137,1
0,09:15:00.000000000,NSEFO,SIEMENS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SIEMENS25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SOLARINDS,13461,13461,13470,13465.5,9,3,5344017,397,1
0,09:15:00.000000000,NSEFO,SOLARINDS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SOLARINDS25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SONACOMS,492,491.95,492,491.975,0.05,25,7946292,16151,1
0,09:15:00.000000000,NSEFO,SONACOMS25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SONACOMS25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SRF,3020.4,3020.1,3020.4,3020.25,0.3,1,703753.2,233,1
0,09:15:00.000000000,NSEFO,SRF25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SRF25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SUNPHARMA,1810,1810,1810.5,1810.25,0.5,13,4763920,2632,1
0,09:15:00.000000000,NSEFO,SUNPHARMA25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SUNPHARMA25MAYFUT,1811.4,1798.3,1836.2,1817.25,37.9,350,633990,350,350
0,09:15:00.000000000,NSECM,SUPREMEIND,3570,3570,3571,3570.5,1,20,799680,224,1
0,09:15:00.000000000,NSEFO,SUPREMEIND25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SUPREMEIND25MAYFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,SUZLON,57.7,57.68,57.7,57.69,0.02,11,12222937.2,211836,1
0,09:15:00.000000000,NSECM,SYNGENE,630,630,630.35,630.175,0.35,1,1096200,1740,1
0,09:15:00.000000000,NSEFO,SYNGENE25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,SYNGENE25MAYFUT,630.65,632.05,639.7,635.875,7.65,1000,630650,1000,1000
0,09:16:00.000000000,NSECM,360ONE,978,976.8,978.25,977.525,1.45,7,5995577.46,6126,1
0,09:16:00.000000000,NSECM,GAIL,188.22,188.26,188.36,188.31,0.1,9,26394393.63,139749,1
0,09:16:00.000000000,NSEFO,GAIL25JUNFUT,190.36,189.49,190.13,189.81,0.64,2350,447346,2350,2350
0,09:16:00.000000000,NSEFO,GAIL25MAYFUT,188.68,188.55,188.79,188.67,0.24,7050,16869663,89300,2350
0,09:16:00.000000000,NSECM,GLENMARK,1394.3,1394.4,1395.9,1395.15,1.5,1,5140996.58,3698,1
0,09:16:00.000000000,NSEFO,GLENMARK25JUNFUT,1396.2,1402.3,1411,1406.65,8.7,325,1361295,975,325
0,09:16:00.000000000,NSEFO,GLENMARK25MAYFUT,1398.1,1394.8,1399.2,1397,4.4,325,3628248,2600,325
0,09:16:00.000000000,NSECM,GMRAIRPORT,89.15,89.08,89.15,89.115,0.07,50,24525834.41,275231,1
0,09:16:00.000000000,NSEFO,GMRAIRPORT25JUNFUT,89.8,89.71,89.94,89.825,0.23,5625,505125,5625,5625
0,09:16:00.000000000,NSEFO,GMRAIRPORT25MAYFUT,89.2,89.24,89.38,89.31,0.14,5625,12050100,135000,5625
0,09:16:00.000000000,NSECM,GODREJCP,1260.3,1259.5,1260.6,1260.05,1.1,41,6322868.64,5016,1
0,09:16:00.000000000,NSEFO,GODREJCP25JUNFUT,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,09:16:00.000000000,NSEFO,GODREJCP25MAYFUT,1262.3,1261.8,1263.6,1262.7,1.8,500,3157150,2500,500
0,09:16:00.000000000,NSECM,GODREJPROP,2093.4,2093.3,2094.8,2094.05,1.5,4,16078252,7690,1
0,09:16:00.000000000,NSEFO,GODREJPROP25JUNFUT,2124,-inf,2118.9,-inf,inf,225,955800,450,225
